BBB,borough_code,block_number,lot_number,tax_year,owner_name,property_address,granted_reduction_amount,tax_class_code,BBB_test
1-864-27,1,864,27,2017,45-34 REALTY CORP.,45 EAST 34 STREET,191800.0,4,1-864-27
1-864-27,1,864,27,2018,45-34 REALTY CORP.,45 EAST 34 STREET,64000.0,4,1-864-27
1-864-1002,1,864,1002,2018,20 E. 35 OWNER'S CORP,20 EAST 35 STREET,1876000.0,2,1-864-1002
1-865-1,1,865,1,2018,FANTASIA 373 HOTEL (U,373 5 AVENUE,944700.0,4,1-865-1
1-865-3,1,865,3,2018,KMR FIFTH LLC ET AL,377 5 AVENUE,103900.0,4,1-865-3
1-865-14,1,865,14,2018,200 MADISON OWNER LLC,200 MADISON AVENUE,3747300.0,4,1-865-14
1-865-32,1,865,32,2018,SP 20 PARK LLC,20 PARK AVENUE,1681650.0,2,1-865-32
1-865-67,1,865,67,2018,"8 EAST 36TH STREET, L",8 EAST 36 STREET,111050.0,4,1-865-67
1-865-73,1,865,73,2018,ELJAN 5TH PROPERTIES,381 5 AVENUE,270450.0,4,1-865-73
1-865-1102,1,865,1102,2017,35TH ST. ASSOCIATES L,1 EAST 35 STREET,393300.0,2,1-865-1102
1-865-1102,1,865,1102,2018,35TH ST. ASSOCIATES L,1 EAST 35 STREET,812700.0,2,1-865-1102
1-866-64,1,866,64,2018,MURRAY HOUSE OWNERS C,220 MADISON AVENUE,470900.0,2,1-866-64
1-866-67,1,866,67,2018,"12 EAST 37, LLC",12 EAST 37 STREET,323600.0,2,1-866-67
1-866-76,1,866,76,2018,401 5TH LLC,397 5 AVENUE,1460400.0,4,1-866-76
1-866-1001,1,866,1001,2018,30 EAST 37TH STREET C,30 EAST 37 STREET,39687.0,2,1-866-1001
1-867-18,1,867,18,2018,MADISON AVENUE REALTI,240 MADISON AVENUE,498150.0,4,1-867-18
1-867-24,1,867,24,2017,ARLIN LLC,19 EAST 37 STREET,21068.0,2A,1-867-24
1-867-24,1,867,24,2018,ARLIN LLC,19 EAST 37 STREET,84752.0,2A,1-867-24
1-867-29,1,867,29,2018,29 EAST 37 STREET REA,29 EAST 37 STREET,85370.0,2,1-867-29
1-867-45,1,867,45,2018,FAFNIR REALTY LLC,36 EAST 38 STREET,93400.0,2,1-867-45
1-867-70,1,867,70,2017,417 5TH AVE. REAL EST,415 5 AVENUE,18122300.0,4,1-867-70
1-867-70,1,867,70,2018,417 5TH AVE. REAL EST,415 5 AVENUE,8038600.0,4,1-867-70
1-867-1001,1,867,1001,2018,52 PARK AVENUE CONDOM,52 PARK AVENUE,36672.0,2,1-867-1001
1-868-36,1,868,36,2018,"PONTE GADEA PARK, LLC",70 PARK AVENUE,1024300.0,4,1-868-36
1-868-75,1,868,75,2018,"433 FIFTH AVENUE, LLC",433 5 AVENUE,268250.0,4,1-868-75
1-868-1002,1,868,1002,2018,THE ELYSABETH CONDOMI,35 EAST 38 STREET,13489.0,2,1-868-1002
1-868-1206,1,868,1206,2018,80 PARK AVENUE CONDOM,80 PARK AVENUE,4075.0,2,1-868-1206
1-869-20,1,869,20,2018,271 MADISON CO. & 220,271 MADISON AVENUE,830000.0,4,1-869-20
1-869-22,1,869,22,2018,271 MADISON CO. & 220,267 MADISON AVENUE,53900.0,4,1-869-22
1-869-58,1,869,58,2017,274 MADISON COMPANY L,274 MADISON AVENUE,588650.0,4,1-869-58
1-869-58,1,869,58,2018,274 MADISON COMPANY L,274 MADISON AVENUE,562100.0,4,1-869-58
1-869-64,1,869,64,2017,"16 EAST 40 REALTY, LL",16 EAST 40 STREET,293000.0,4,1-869-64
1-869-64,1,869,64,2018,"16 EAST 40 REALTY, LL",16 EAST 40 STREET,450850.0,4,1-869-64
1-871-7,1,871,7,2018,105 EAST 15 CORP.,105 EAST 15 STREET,1291150.0,2,1-871-7
1-871-39,1,871,39,2018,145 EAST 15TH STREET,145 EAST 15 STREET,1792000.0,2,1-871-39
1-871-44,1,871,44,2018,142 E. 16 COOPERATIVE,160 3 AVENUE,937700.0,2,1-871-44
1-871-74,1,871,74,2018,EAST 16TH STREET OWNE,112 EAST 16 STREET,319400.0,4,1-871-74
1-871-82,1,871,82,2017,"34 USE OWNER, LLC",34 UNION SQUARE,265650.0,4,1-871-82
1-871-82,1,871,82,2018,"34 USE OWNER, LLC",34 UNION SQUARE,235350.0,4,1-871-82
1-872-1,1,872,1,2018,101 EAST 16TH STREET,36 UNION SQUARE,985000.0,2,1-872-1
1-872-50,1,872,50,2018,R.A.S. REALTY LLC,140 EAST 17 STREET,255000.0,2,1-872-50
1-872-51,1,872,51,2018,132-134 EAST 17TH STR,134 EAST 17 STREET,178770.0,2,1-872-51
1-872-52,1,872,52,2018,132-134 EAST 17TH STR,132 EAST 17 STREET,179670.0,2,1-872-52
1-873-26,1,873,26,2018,JODASK REALTY CORP.,131 EAST 17 STREET,94950.0,2,1-873-26
1-873-27,1,873,27,2018,133 EAST 17 STREET CO,133 EAST 17 STREET,198300.0,2,1-873-27
1-873-28,1,873,28,2018,EAST 17TH  LLC,135 EAST 17 STREET,171100.0,2,1-873-28
1-873-67,1,873,67,2017,DEVER PROPERTIES LLC,215 PARK AVENUE SOUTH,1606200.0,4,1-873-67
1-873-67,1,873,67,2018,DEVER PROPERTIES LLC,215 PARK AVENUE SOUTH,1888350.0,4,1-873-67
1-874-36,1,874,36,2017,QUAD REALTY LLC,153 EAST 18 STREET,142950.0,2,1-874-36
1-874-36,1,874,36,2018,QUAD REALTY LLC,153 EAST 18 STREET,304050.0,2,1-874-36
1-874-69,1,874,69,2018,"RUGGLES HOUSE, INC.",112 EAST 19 STREET,1044950.0,2,1-874-69
1-874-1003,1,874,1003,2018,157 RESIDENTIAL OWNER,157 EAST 18 STREET,430120.0,2,1-874-1003
1-874-1305,1,874,1305,2018,220 THIRD AVENUE COND,220 3 AVENUE,30985.0,2,1-874-1305
1-875-25,1,875,25,2018,"IRVING EQUITIES, INC.",82 IRVING PLACE,182900.0,2,1-875-25
1-875-48,1,875,48,2018,31 GRAMERCY PARK SOUT,31 GRAMERCY PARK SOUT,233850.0,2,1-875-48
1-875-55,1,875,55,2018,26 GRAMERCY PARK OWNE,26 GRAMERCY PARK SOUT,436850.0,2,1-875-55
1-875-69,1,875,69,2018,THE PLAYERS,16 GRAMERCY PARK SOUT,95200.0,4,1-875-69
1-876-18,1,876,18,2018,THE GRAMERCY COMPANY,34 GRAMERCY PARK EAST,702750.0,2,1-876-18
1-876-31,1,876,31,2018,CITY LIGHTS PROPERTIE,254 3 AVENUE,48200.0,4,1-876-31
1-876-1201,1,876,1201,2017,36 GRAMERCY PARK EAST,36 GRAMERCY PARK EAST,17789.0,2,1-876-1201
1-876-1201,1,876,1201,2018,36 GRAMERCY PARK EAST,36 GRAMERCY PARK EAST,15094.0,2,1-876-1201
1-877-13,1,877,13,2017,50 GRAMERCY PARK NORT,50 GRAMERCY PARK NORT,559650.0,2,1-877-13
1-877-13,1,877,13,2018,50 GRAMERCY PARK NORT,50 GRAMERCY PARK NORT,763050.0,2,1-877-13
1-877-22,1,877,22,2018,1 LEXINGTON AVENUE IN,1 LEXINGTON AVENUE,305250.0,2,1-877-22
1-877-30,1,877,30,2018,GRAMERCY OWNERS LTD.,44 GRAMERCY PARK NORT,1012300.0,2,1-877-30
1-877-53,1,877,53,2017,EAST GRAMERCY 22 LLC,152 EAST 22 STREET,474350.0,2,1-877-53
1-877-53,1,877,53,2018,EAST GRAMERCY 22 LLC,152 EAST 22 STREET,511800.0,2,1-877-53
1-877-57,1,877,57,2018,GRAMERCY PARK ESTATES,144 EAST 22 STREET,302350.0,2,1-877-57
1-877-1002,1,877,1002,2018,160 E. 22 ST. CONDO,160 EAST 22 STREET,21449.0,2,1-877-1002
1-878-47,1,878,47,2018,BLERU REALTY CORP.,156 EAST 23 STREET,109550.0,4,1-878-47
1-878-65,1,878,65,2017,GRAMERCY FIVE LLC,120 EAST 23 STREET,740550.0,4,1-878-65
1-878-65,1,878,65,2018,GRAMERCY FIVE LLC,120 EAST 23 STREET,1514050.0,4,1-878-65
1-879-1,1,879,1,2018,303 PARK AVENUE SOUTH,303 PARK AVENUE SOUTH,775050.0,2,1-879-1
1-879-9,1,879,9,2017,FIRST PIONEER PROPERT,115 EAST 23 STREET,653700.0,4,1-879-9
1-879-9,1,879,9,2018,FIRST PIONEER PROPERT,115 EAST 23 STREET,308000.0,4,1-879-9
1-879-33,1,879,33,2018,155 E. 23RD STREET LL,155 EAST 23 STREET,396150.0,2,1-879-33
1-879-81,1,879,81,2018,COLUMBIA REIT - 315 P,315 PARK AVENUE SOUTH,3044950.0,4,1-879-81
1-879-1001,1,879,1001,2018,CHAY & CHAY LLC,121 EAST 23 STREET,229750.0,4,1-879-1001
1-880-42,1,880,42,2018,330 THIRD AVENUE OWNE,330 3 AVENUE,1190500.0,2,1-880-42
1-880-1001,1,880,1001,2018,TSANG INVESTMENT LP,117 EAST 24 STREET,480200.0,4,1-880-1001
1-880-1002,1,880,1002,2018,ROBERT ENG,117 EAST 24 STREET,26000.0,4,1-880-1002
1-881-39,1,881,39,2018,157 EAST 25 LLC,157 EAST 25 STREET,497050.0,4,1-881-39
1-881-40,1,881,40,2018,THIRD & 25 LLC,340 3 AVENUE,128000.0,2,1-881-40
1-881-60,1,881,60,2017,VRINDAVAN 26 LEXINGTO,134 EAST 26 STREET,168500.0,2B,1-881-60
1-881-60,1,881,60,2018,VRINDAVAN 26 LEXINGTO,134 EAST 26 STREET,168500.0,2B,1-881-60
1-882-52,1,882,52,2018,GOTHAM HOUSE OWNERS C,150 EAST 27 STREET,246500.0,2,1-882-52
1-882-1101,1,882,1101,2018,90 LEXINGTON AVENUE C,90 LEXINGTON AVENUE,32253.0,2,1-882-1101
1-883-26,1,883,26,2018,EL-KAM REALTY  COMPAN,103 LEXINGTON AVENUE,127450.0,2,1-883-26
1-883-44,1,883,44,2018,145 EAST 27TH STREET,376 3 AVENUE,957750.0,2,1-883-44
1-883-49,1,883,49,2018,386 THIRD LLC,386 3 AVENUE,168800.0,4,1-883-49
1-883-51,1,883,51,2018,MADISON ON THIRD CORP,390 3 AVENUE,109080.0,4,1-883-51
1-883-52,1,883,52,2018,160 EAST 28TH & 134 N,160 EAST 28 STREET,63150.0,2,1-883-52
1-883-88,1,883,88,2017,401 PARK AVENUE SOUTH,401 PARK AVENUE SOUTH,860300.0,4,1-883-88
1-883-88,1,883,88,2018,401 PARK AVENUE SOUTH,401 PARK AVENUE SOUTH,508950.0,4,1-883-88
1-884-27,1,884,27,2018,28 STREET TENANTS COR,137 EAST 28 STREET,427200.0,2,1-884-27
1-884-67,1,884,67,2018,134 LEXINGTON LLC,134 LEXINGTON AVENUE,17750.0,4,1-884-67
1-884-87,1,884,87,2018,411-413 PARK AVENUE S,411 PARK AVENUE SOUTH,215350.0,4,1-884-87
1-884-1101,1,884,1101,2018,120 GRAMERCY HILL CON,120 EAST 29 STREET,50776.0,2,1-884-1101
1-885-4,1,885,4,2018,PARK AVENUE HOSPITALI,429 PARK AVENUE SOUTH,472200.0,4,1-885-4
1-885-8,1,885,8,2017,105 EAST 29TH STREET,105 EAST 29 STREET,642650.0,2,1-885-8
1-885-8,1,885,8,2018,105 EAST 29TH STREET,105 EAST 29 STREET,324350.0,2,1-885-8
1-885-51,1,885,51,2017,WILARD REALTY CO.,150 EAST 30 STREET,56450.0,2,1-885-51
1-885-51,1,885,51,2018,WILARD REALTY CO.,150 EAST 30 STREET,168850.0,2,1-885-51
1-885-63,1,885,63,2018,"TSOUMPAS 157 GROUP, L",157 LEXINGTON AVENUE,139600.0,2,1-885-63
1-885-1002,1,885,1002,2017,PARK EAST CONDOMINIUM,117 EAST 29 STREET,19726.0,2,1-885-1002
1-885-1002,1,885,1002,2018,PARK EAST CONDOMINIUM,117 EAST 29 STREET,11786.0,2,1-885-1002
1-885-1301,1,885,1301,2018,132 EAST 30TH STREET,132 EAST 30 STREET,16003.0,2C,1-885-1301
1-886-25,1,886,25,2018,GIONG XI CORP.,168 LEXINGTON AVENUE,56250.0,4,1-886-25
1-886-84,1,886,84,2018,SAMBR 104 LLC,104 EAST 31 STREET,197350.0,2,1-886-84
1-886-88,1,886,88,2018,455 PARK AVENUE SOUTH,457 PARK AVENUE SOUTH,569350.0,2,1-886-88
1-886-1102,1,886,1102,2018,GRAMERCY CONSTRUCTION,159 EAST 30 STREET,41950.0,4,1-886-1102
1-886-1103,1,886,1103,2018,NEW YORK PULMONARY AS,159 EAST 30 STREET,131950.0,4,1-886-1103
1-886-1201,1,886,1201,2017,LEXINGTON PARC CONDOM,127 EAST 30 STREET,7048.0,2,1-886-1201
1-886-1201,1,886,1201,2018,LEXINGTON PARC CONDOM,127 EAST 30 STREET,3856.0,2,1-886-1201
1-887-13,1,887,13,2018,31117 LLC,117 EAST 31 STREET,226650.0,4,1-887-13
1-888-27,1,888,27,2018,175 VARICK STREET LLC,145 EAST 32 STREET,818950.0,4,1-888-27
1-888-51,1,888,51,2018,148 EAST 33RD STREET,148 EAST 33 STREET,274950.0,4,1-888-51
1-888-55,1,888,55,2018,142 EAST 33RD STREET,142 EAST 33 STREET,163600.0,2,1-888-55
1-888-1002,1,888,1002,2018,GERI ROBIN,157 EAST 32 STREET,12775.0,4,1-888-1002
1-889-63,1,889,63,2018,"LEX 34TH EQUITIES, LL",235 LEXINGTON AVENUE,392960.0,2,1-889-63
1-889-68,1,889,68,2018,120 EAST 34TH STREET,120 EAST 34 STREET,1094250.0,2,1-889-68
1-890-49,1,890,49,2018,OSSE INC,166 EAST 35 STREET,665671.0,2,1-890-49
1-890-81,1,890,81,2018,"SHASHI K.B. CHADDHA,",104 EAST 35 STREET,247450.0,2,1-890-81
1-890-1007,1,890,1007,2018,THE WARREN HOUSE COND,155 EAST 34 STREET,9294.0,2,1-890-1007
1-890-1403,1,890,1403,2018,THE BENSON CONDOMINIU,143 EAST 34 STREET,5653.0,2,1-890-1403
1-891-1,1,891,1,2018,23 PARK AVENUE REALTY,23 PARK AVENUE,239250.0,2,1-891-1
1-891-23,1,891,23,2018,MURRAY HILL OWNERS CO,264 LEXINGTON AVENUE,350750.0,2,1-891-23
1-891-30,1,891,30,2018,JONIS REALTY CO.,145 EAST 35 STREET,92400.0,2,1-891-30
1-891-59,1,891,59,2018,144 EAST 36TH STREET,144 EAST 36 STREET,376250.0,2,1-891-59
1-891-66,1,891,66,2018,136 EAST 36TH STREET,271 LEXINGTON AVENUE,1354450.0,2,1-891-66
1-892-68,1,892,68,2017,130 EAST 37TH STREET,130 EAST 37 STREET,55550.0,2,1-892-68
1-892-68,1,892,68,2018,130 EAST 37TH STREET,130 EAST 37 STREET,56750.0,2,1-892-68
1-892-73,1,892,73,2017,DJF MANAGEMENT LLC,120 EAST 37 STREET,56000.0,2A,1-892-73
1-892-73,1,892,73,2018,DJF MANAGEMENT LLC,120 EAST 37 STREET,81480.0,2A,1-892-73
1-892-75,1,892,75,2018,"116 EAST 37TH STREET,",116 EAST 37 STREET,55692.0,2B,1-892-75
1-892-78,1,892,78,2018,"110 EAST 37TH STREET,",110 EAST 37 STREET,50436.0,2B,1-892-78
1-893-1,1,893,1,2018,"49 PARK AVE., L.P.",49 PARK AVENUE,178000.0,2,1-893-1
1-893-2,1,893,2,2018,55 PARK TENANTS CORP.,55 PARK AVENUE,304850.0,2,1-893-2
1-893-41,1,893,41,2018,MURRAY HILL MEWS OWNE,560 3 AVENUE,1330000.0,2,1-893-41
1-894-6,1,894,6,2018,PARK EAST OWNERS CORP,105 EAST 38 STREET,107780.0,2,1-894-6
1-894-50,1,894,50,2018,596 THIRD AVENUE LLC,156 EAST 39 STREET,31920.0,2A,1-894-50
1-894-55,1,894,55,2017,PERSEPOLIS DEVELOPMEN,146 EAST 39 STREET,54550.0,2,1-894-55
1-894-55,1,894,55,2018,PERSEPOLIS DEVELOPMEN,146 EAST 39 STREET,80200.0,2,1-894-55
1-894-71,1,894,71,2017,"ST. GILES HOTEL, LLC",130 EAST 39 STREET,2442150.0,4,1-894-71
1-894-71,1,894,71,2018,"ST. GILES HOTEL, LLC",130 EAST 39 STREET,2973150.0,4,1-894-71
1-894-75,1,894,75,2017,"ST. GILES HOTEL, LLC",120 EAST 39 STREET,274180.0,4,1-894-75
1-894-75,1,894,75,2018,"ST. GILES HOTEL, LLC",120 EAST 39 STREET,638750.0,4,1-894-75
1-894-1710,1,894,1710,2018,LOUIS NARDONE,155 EAST 38 STREET,48748.0,4,1-894-1710
1-895-22,1,895,22,2017,340 LEXINGTON GROUP L,340 LEXINGTON AVENUE,63900.0,4,1-895-22
1-895-22,1,895,22,2018,340 LEXINGTON GROUP L,340 LEXINGTON AVENUE,62100.0,4,1-895-22
1-895-25,1,895,25,2018,341 LEXINGTON LLC,341 LEXINGTON AVENUE,152900.0,4,1-895-25
1-895-31,1,895,31,2018,13539 OWNERS CORP.,135 EAST 39 STREET,407500.0,2,1-895-31
1-895-45,1,895,45,2018,THIRD AVENUE TOWER OW,600 3 AVENUE,10701200.0,4,1-895-45
1-895-67,1,895,67,2018,40LEX LLC,134 EAST 40 STREET,89000.0,4,1-895-67
1-895-1017,1,895,1017,2018,"W & Y HOLDING, LLC",104 EAST 40 STREET,50194.0,4,1-895-1017
1-896-8,1,896,8,2018,207 EAST 14TH STREET,207 EAST 14 STREET,115590.0,2,1-896-8
1-896-39,1,896,39,2018,210 EAST 15TH STREET,210 EAST 15 STREET,1321600.0,2,1-896-39
1-896-48,1,896,48,2017,"KENWOOD ESTATES, LLC",135 3 AVENUE,1247800.0,2,1-896-48
1-896-1101,1,896,1101,2017,THE STUYVESANT PARK C,240 EAST 15 STREET,16492.0,2,1-896-1101
1-896-1101,1,896,1101,2018,THE STUYVESANT PARK C,240 EAST 15 STREET,14236.0,2,1-896-1101
1-897-71,1,897,71,2017,206 REALTY  LLC,206 EAST 17 STREET,300800.0,2,1-897-71
1-897-71,1,897,71,2018,206 REALTY  LLC,206 EAST 17 STREET,392600.0,2,1-897-71
1-898-16,1,898,16,2017,"HOTEL 17, INC.",223 EAST 17 STREET,483400.0,4,1-898-16
1-898-16,1,898,16,2018,"HOTEL 17, INC.",223 EAST 17 STREET,398700.0,4,1-898-16
1-898-1201,1,898,1201,2018,LANDMARK17 CONDOMINIU,233 EAST 17 STREET,15938.0,2,1-898-1201
1-901-48,1,901,48,2018,SCHOOL OF VISUAL ARTS,214 EAST 21 STREET,296400.0,4,1-901-48
1-902-30,1,902,30,2018,245 E. 21 REALTY LLC,371 2 AVENUE,312200.0,2,1-902-30
1-903-53,1,903,53,2018,BLERU REALTY CORP.,210 EAST 23 STREET,422850.0,4,1-903-53
1-903-1126,1,903,1126,2017,235 EAST 22ND STREET,381 2 AVENUE,44478.0,4,1-903-1126
1-903-1126,1,903,1126,2018,235 EAST 22ND STREET,381 2 AVENUE,52193.0,4,1-903-1126
1-903-1127,1,903,1127,2018,GRAMERCY HOUSE OWNERS,235 EAST 22 STREET,848400.0,2,1-903-1127
1-903-1302,1,903,1302,2018,234 EAST 23RD STREET,234 EAST 23 STREET,6338.0,2,1-903-1302
1-904-1,1,904,1,2018,SNAKE RIVER DEVELOPME,307 3 AVENUE,383750.0,4,1-904-1
1-904-29,1,904,29,2018,415 SECOND OWNERS COR,411 2 AVENUE,131250.0,2,1-904-29
1-904-50,1,904,50,2018,"CRYSTAL HOUSE OWNERS,",309 3 AVENUE,1722600.0,2,1-904-50
1-905-30,1,905,30,2018,SPEISER LP,429 2 AVENUE,39750.0,4,1-905-30
1-905-32,1,905,32,2018,SPEISER LP,433 2 AVENUE,59750.0,4,1-905-32
1-905-34,1,905,34,2018,SPEISER LP,437 2 AVENUE,14500.0,4,1-905-34
1-905-38,1,905,38,2018,234-240 E. 25TH ASSOC,238 EAST 25 STREET,55350.0,2,1-905-38
1-905-40,1,905,40,2018,234-240 E. 25TH ASSOC,234 EAST 25 STREET,55350.0,2,1-905-40
1-905-54,1,905,54,2018,LL 204 EAST 25TH STRE,206 EAST 25 STREET,183800.0,2,1-905-54
1-906-1,1,906,1,2018,20125 OWNERS CORP.,201 EAST 25 STREET,1068950.0,2,1-906-1
1-906-8,1,906,8,2018,"STERLING PROPERTIES,",213 EAST 25 STREET,39450.0,2,1-906-8
1-906-9,1,906,9,2018,"STERLING PROPERTIES,",215 EAST 25 STREET,44350.0,2,1-906-9
1-906-10,1,906,10,2017,JASKO ESTATES INC.,217 EAST 25 STREET,112500.0,2,1-906-10
1-906-10,1,906,10,2018,JASKO ESTATES INC.,217 EAST 25 STREET,165600.0,2,1-906-10
1-906-28,1,906,28,2018,449 SECOND CORP.,449 2 AVENUE,95050.0,2,1-906-28
1-906-55,1,906,55,2018,"CROWNHALL REALTY, LLC",351 3 AVENUE,273900.0,2,1-906-55
1-907-12,1,907,12,2017,217 EAST 26TH STREET,217 EAST 26 STREET,66917.0,2B,1-907-12
1-907-12,1,907,12,2018,217 EAST 26TH STREET,217 EAST 26 STREET,116269.0,2B,1-907-12
1-908-22,1,908,22,2018,235 EAST 27TH PROPERT,235 EAST 27 STREET,132250.0,2,1-908-22
1-909-20,1,909,20,2017,RICHMOND ASSOCIATES,239 EAST 28 STREET,123750.0,2,1-909-20
1-909-20,1,909,20,2018,RICHMOND ASSOCIATES,239 EAST 28 STREET,228900.0,2,1-909-20
1-910-2,1,910,2,2018,EL-KAM  REALTY COMPAN,417 3 AVENUE,343200.0,2,1-910-2
1-910-46,1,910,46,2018,"KALABI REALTY CO., LL",226 EAST 30 STREET,1979350.0,2,1-910-46
1-911-64,1,911,64,2018,"443 THIRD AVENUE, L.L",443 3 AVENUE,638000.0,2,1-911-64
1-911-1001,1,911,1001,2018,GREENTREE AT MURRAY H,248 EAST 31 STREET,16899.0,2,1-911-1001
1-911-1040,1,911,1040,2018,135 CHARLES STREET CO,250 EAST 31 STREET,43224.0,4,1-911-1040
1-911-1041,1,911,1041,2018,135 CHARLES STREET CO,250 EAST 31 STREET,27958.0,4,1-911-1041
1-911-1042,1,911,1042,2018,EAST SIDE TOWNHOUSE C,250 EAST 31 STREET,8198.0,2,1-911-1042
1-912-25,1,912,25,2018,NINA ESTATES INC.,245 EAST 31 STREET,10700.0,2,1-912-25
1-912-32,1,912,32,2017,IMPERIAL ESTATES INC.,569 2 AVENUE,60000.0,2,1-912-32
1-912-32,1,912,32,2018,IMPERIAL ESTATES INC.,569 2 AVENUE,138750.0,2,1-912-32
1-912-49,1,912,49,2018,228-230 E 32ND LLC,228 EAST 32 STREET,159450.0,2,1-912-49
1-912-1102,1,912,1102,2018,THE FUTURE,200 EAST 32 STREET,27800.0,4,1-912-1102
1-912-1104,1,912,1104,2018,THE FUTURE,200 EAST 32 STREET,2700.0,4,1-912-1104
1-912-1107,1,912,1107,2018,THE FUTURE,200 EAST 32 STREET,3467.0,2,1-912-1107
1-914-1,1,914,1,2017,33RD STREET INVESTORS,489 3 AVENUE,518350.0,2,1-914-1
1-914-1,1,914,1,2018,33RD STREET INVESTORS,489 3 AVENUE,1366350.0,2,1-914-1
1-914-10,1,914,10,2018,DENMARK 33RD LLC,217 EAST 33 STREET,96850.0,2,1-914-10
1-915-23,1,915,23,2018,THEATER HOUSE APARTME,237 EAST 34 STREET,4461600.0,2,1-915-23
1-915-37,1,915,37,2018,MARC WEIN,248 EAST 35 STREET,23150.0,4,1-915-37
1-915-46,1,915,46,2018,GREGORY HOUSE OWNERS,222 EAST 35 STREET,673700.0,2,1-915-46
1-915-1201,1,915,1201,2018,"NEURO REAL ESTATE, LL",225 EAST 34 STREET,692000.0,4,1-915-1201
1-916-9,1,916,9,2018,MIDTOWN MANOR APARTME,211 EAST 35 STREET,413970.0,2,1-916-9
1-916-23,1,916,23,2018,24535 OWNERS CORP.,245 EAST 35 STREET,387250.0,2,1-916-23
1-916-41,1,916,41,2017,1G 2ND GENERATION PAR,236 EAST 36 STREET,389550.0,2,1-916-41
1-916-41,1,916,41,2018,1G 2ND GENERATION PAR,236 EAST 36 STREET,382800.0,2,1-916-41
1-916-55,1,916,55,2018,210 EAST 36 OWNERS CO,210 EAST 36 STREET,717060.0,2,1-916-55
1-916-61,1,916,61,2018,200 EAST 36TH OWNERS,537 3 AVENUE,2052650.0,2,1-916-61
1-917-1002,1,917,1002,2018,THE MURRAY HILL TERRA,201 EAST 36 STREET,28058.0,2,1-917-1002
1-918-25,1,918,25,2018,24537 OWNERS CORP.,685 2 AVENUE,596950.0,2,1-918-25
1-918-51,1,918,51,2018,"DORAL ASSOCIATES, LLC",210 EAST 38 STREET,176750.0,2,1-918-51
1-918-53,1,918,53,2017,206 E. 38TH ST. LLC,206 EAST 38 STREET,41650.0,4,1-918-53
1-918-53,1,918,53,2018,206 E. 38TH ST. LLC,206 EAST 38 STREET,106000.0,4,1-918-53
1-918-61,1,918,61,2018,IG 2ND GENERATION PAR,569 3 AVENUE,66951.0,2B,1-918-61
1-918-1015,1,918,1015,2018,VERIZON NEW YORK INC.,240 EAST 38 STREET,55429.0,4,1-918-1015
1-918-1018,1,918,1018,2018,VERIZON NEW YORK INC.,240 EAST 38 STREET,137180.0,4,1-918-1018
1-919-14,1,919,14,2017,EAST 39TH REALTY L.L.,240 EAST 39 STREET,3941700.0,2,1-919-14
1-919-14,1,919,14,2018,EAST 39TH REALTY L.L.,240 EAST 39 STREET,4449300.0,2,1-919-14
1-919-42,1,919,42,2018,BLDG 39TH ST. LLC,224 EAST 39 STREET,1915700.0,2,1-919-42
1-920-28,1,920,28,2018,355 REALTY COMPANY,729 2 AVENUE,361400.0,4,1-920-28
1-920-41,1,920,41,2018,GRAND CENTRAL 888 INC,242 EAST 40 STREET,50934.0,2B,1-920-41
1-920-44,1,920,44,2018,STAMFORD STRAWBERRY H,EAST 40 STREET,136800.0,4,1-920-44
1-920-1006,1,920,1006,2017,HIGHPOINT CONDOMINIUM,250 EAST 40 STREET,1902.0,2,1-920-1006
1-920-1006,1,920,1006,2018,HIGHPOINT CONDOMINIUM,250 EAST 40 STREET,5824.0,2,1-920-1006
1-921-16,1,921,16,2018,327 E. 14TH REALTY CO,327 EAST 14 STREET,36800.0,2,1-921-16
1-921-19,1,921,19,2017,STUYVESANT OWNERS INC,333 EAST 14 STREET,1184950.0,2,1-921-19
1-921-19,1,921,19,2018,STUYVESANT OWNERS INC,333 EAST 14 STREET,1242050.0,2,1-921-19
1-921-36,1,921,36,2018,SHACHNOW & FRANZBLAU,249 1 AVENUE,623450.0,4,1-921-36
1-921-48,1,921,48,2018,15TH ASSOCIATES LLC,330 EAST 15 STREET,336150.0,2,1-921-48
1-921-49,1,921,49,2018,15TH ASSOCIATES LLC,328 EAST 15 STREET,44100.0,2,1-921-49
1-922-27,1,922,27,2018,279 FIRST AVE LLC,279 1 AVENUE,68100.0,2B,1-922-27
1-923-20,1,923,20,2018,STUYVESANT SQUARE APT,331 EAST 17 STREET,16400.0,2,1-923-20
1-923-21,1,923,21,2018,STUYVESANT SQUARE APT,333 EAST 17 STREET,35600.0,4,1-923-21
1-923-47,1,923,47,2017,332-334 E 18 LLC,332 EAST 18 STREET,114150.0,2,1-923-47
1-924-1002,1,924,1002,2017,JFH HOLDING CORP.,302 EAST 19 STREET,56256.0,4,1-924-1002
1-924-1002,1,924,1002,2018,JFH HOLDING CORP.,302 EAST 19 STREET,63862.0,4,1-924-1002
1-924-1003,1,924,1003,2018,302 EAST 19TH STREET,302 EAST 19 STREET,4093.0,2,1-924-1003
1-925-34,1,925,34,2018,"329 1ST AVE, LLC",329 1 AVENUE,175700.0,4,1-925-34
1-927-16,1,927,16,2018,TRES ONE LLC,325 EAST 21 STREET,279900.0,2,1-927-16
1-927-21,1,927,21,2018,335 ASSOCIATES,335 EAST 21 STREET,63290.0,2,1-927-21
